StringTable_MenuText/menu_quit_description	Are you sure you wish to abandon your colleagues?	정말 동료들을 버리시겠습니까?
StringTable_MenuText/menu_quit_subtext	Are you sure you wish to abandon your colleagues?	정말 동료들을 버리시겠습니까?
StringTable_MenuText/menu_quit_host_description	"Are you sure you wish to abandon your colleagues?

You are the host of this game and anyone connected will be removed from the game as well."	"정말 동료들을 버리시겠습니까?

당신은 이 게임의 호스트이기 때문에 모든 플레이어들의 접속이 끊길 것입니다."
StringTable_MenuText/menu_admin_banbutton	BAN	밴
StringTable_MenuText/menu_serverbrowser_modified_2_desc	BIG warning! You are joining a server using some very non-standard rules for gameplay. This could result in unbalanced gameplay or a very wild experience. This is not recommended for first-time players or players who want to experience the game as intended by the developers. Are you sure you want to join this server?	중요한 경고! 게임 플레이 규칙이 현저히 변경된 서버에 입장하려 합니다. 게임의 밸런스가 무너지거나 험난한 플레이로 이어질 수 있습니다. 처음 플레이하시는 분이나 개발자가 의도한 방식을 원하는 분들에게는 권장되지 않습니다. 정말 이 서버에 입장하시겠습니까?
StringTable_MenuText/menu_traitselect_blankslate	BLANK SLATE: This job does not give any extra skill points.	백지장: 이 직업은 추가 스킬 포인트를 제공하지 않습니다.
StringTable_MenuText/menu_back	Back	돌아가기
StringTable_MenuText/menu_backtoinventory	Back to Inventory	인벤토리로 돌아가기
StringTable_MenuText/menu_admin_banlist	Banned Players	밴 당한 플레이어
StringTable_MenuText/menu_traitselect_changejob	CHANGE JOB	직업 교체
StringTable_MenuText/menu_traitselect_charsummary	CHARACTER SUMMARY	캐릭터 개요
StringTable_MenuText/menu_close	CLOSE	닫기
StringTable_MenuText/menu_confirm	CONFIRM	확인
StringTable_MenuText/settings_controls	CONTROLS	조작
StringTable_MenuText/menu_cancel	Cancel	취소
StringTable_MenuText/menu_jounal_chemistryrec	Chemistry Recipes	화학 제작법
StringTable_MenuText/menu_continue_accept	Continue	계속
StringTable_MenuText/menu_journal_cookingrec	Cooking Recipes	요리 레시피
StringTable_MenuText/menu_traitselect_cost	Cost	비용
StringTable_MenuText/menu_credits	Credits	크레딧
StringTable_MenuText/menu_admin_serverpassword	Current Server Password	현재 서버 비밀번호
StringTable_MenuText/menu_tiedentity	Customization	커스터마이징
StringTable_MenuText/menu_title_deletesave	DELETE FACILITY SAVE?	시설 세이브 파일을 삭제하시겠습니까?
StringTable_MenuText/menu_discussionforums	DISCUSSION FORUMS	토론 포럼
StringTable_MenuText/menu_cancel_restorebackup	DONT RESTORE	복원 취소
StringTable_MenuText/menu_deletecloud	Delete Cloud Save	클라우드 세이브 삭제
StringTable_MenuText/menu_customization_deletepreset	Delete Preset	프리셋 삭제
StringTable_MenuText/menu_deleteworld	Delete Save	세이브 파일 삭제
StringTable_MenuText/menu_notice_deletesave	"Do you wish to delete the facility save file ""{1}""?

This will delete ALL progress and save data within the facility save, INCLUDING ALL CHARACTER SAVE FILES associated with the facility save. This action is PERMANENT and can not be undone."	"시설 세이브 파일 '{1}'을 삭제하시겠습니까?

해당 과정은 선택한 시설과 연관된 모든 진행 상황, 캐릭터 세이브 파일을 포함한 저장된 시설 내 모든 세이브 파일이 삭제됩니다. 이 작업은 영구적이며 되돌릴 수 없습니다."
StringTable_MenuText/os_email	E-MAIL	이메일
StringTable_MenuText/menu_emails	E-Mails	이메일
StringTable_MenuText/menu_demonotice_earlyaccess	EARLY ACCESS	앞서 해보기
StringTable_MenuText/editsign_title	EDIT SIGN	표지판 편집
StringTable_MenuText/editsign_entertexthint	ENTER TEXT...	텍스트 입력...
StringTable_MenuText/menu_compendium_entities	ENTITIES	개체
StringTable_MenuText/menu_join_enterpassword	Enter password to join	입장하려면 비밀번호를 입력하세요
StringTable_MenuText/menu_enterpassword_hinttext	Enter password...	비밀번호를 입력...
StringTable_MenuText/menu_servername_hinttext	Enter server name...	서버 이름 입력...
StringTable_MenuText/menu_play	Enter the Facility	시설에 들어가기
StringTable_MenuText/menu_customization_headline	Experimental Threads	외형 실험
StringTable_MenuText/menu_compendium_exploration	Exploring the Facility is probably the best way to find more information about this topic.	시설 탐험을 통해 이 주제에 대한 정보를 더 얻으세요.
StringTable_MenuText/menu_serverbrowser_modified_2_title	Extremely Modified Ruleset	극도로 변경된 월드 설정
StringTable_MenuText/menu_joinfailed	FAILED TO JOIN	입장 실패
StringTable_MenuText/menu_title_corruptsavefail	FAILED TO RESTORE SAVE	세이브 복원 실패
StringTable_MenuText/trait_fearofviolence_skilltooltip	"FEAR OF VIOLENCE
You're too afraid to learn this skill."	"폭력에 대한 공포
당신은 이 스킬을 배우기에는 너무 겁이 납니다."
StringTable_MenuText/menu_featureunavailable	FEATURE NOT AVAILABLE YET	이 기능은 아직 사용할 수 없습니다.
StringTable_MenuText/menu_traitselect_popup_title	FINAL DECISION	최종 결정
StringTable_MenuText/menu_traitselect_finish	FINISH	완료
StringTable_MenuText/menu_notice_savecorrupt	Failed to load World Save. Would you like to restore from backup?	월드 세이브를 불러오지 못했습니다. 백업에서 복원하시겠습니까?
StringTable_MenuText/menu_notice_corruptsavefail	"Failed to restore save.
Error: {Error}"	"세이브 파일 복원에 실패했습니다.
오류: {Error}"
StringTable_MenuText/menu_favorites	Favorites	즐겨찾기
StringTable_MenuText/menu_instagrambutton_popup	Follow us on Instagram!	인스타그램에서 팔로우하세요!
StringTable_MenuText/menu_tiktokbutton_popup	Follow us on TikTok!	틱톡에서 팔로우하세요!
StringTable_MenuText/menu_twitterbutton_popup	Follow us on Twitter	트위터에서 팔로우하세요!
StringTable_MenuText/menu_unstick_title	Force Respawn?	강제 리스폰할까요?
StringTable_MenuText/menu_forceworldsave	Force World Save	월드 강제 저장
StringTable_MenuText/menu_quicksettings_subtext	Full settings menu is available once you enter the world.	전체 설정 메뉴는 월드에 들어가면 이용할 수 있습니다.
StringTable_MenuText/menu_gamepaused	GAME IS PAUSED	게임 일시정지 중
StringTable_MenuText/settings_gameplay	GAMEPLAY	게임플레이
StringTable_MenuText/menu_journal_compendium	GATE Compendium	GATE 백과사전
StringTable_MenuText/settings_graphics	GRAPHICS	그래픽
StringTable_MenuText/password_hold_show	HOLD TO REVEAL PASSWORD	꾹 눌러서 비밀번호 표시
StringTable_MenuText/menu_hostedsuccess	HOSTED!	호스트 성공!
StringTable_MenuText/menu_hostfailed	HOSTING FAILED	호스트 실패
StringTable_MenuText/menu_hostingbegin	HOSTING...	호스트 중...
StringTable_MenuText/menu_serverbrowser_modified_3_desc	HUGE warning! You are joining a server that is operating using modified game files that have not been verified by any third party or the developers. This could cause extreme changes to the gameplay experience, cause crashes or result in your profile saves being modified. The developers can not guarantee ANYTHING about the experience you're about to have. Join at your own risk and only if you are sure you understand what you're doing.	심각한 경고! 당신은 제3자 또는 개발자가 승인하지 않은 모딩된 게임 파일을 사용하여 운영되는 서버에 참여하려고 하고 있습니다. 이로 인해 게임 플레이에 극단적인 변경이 가해질 수 있으며, 충돌이 발생하거나 프로필 세이브 데이터가 변경될 수 있습니다. 게임 개발자는 귀하가 실행하려는 게임 경험에 대해 어떠한 보증도 할 수 없습니다. 자기 책임 하에, 위험을 이해한 후 참여하시기 바랍니다.
StringTable_MenuText/menu_hostinternet	Host Game	게임 호스트
StringTable_MenuText/menu_playerlist_id	ID	ID
StringTable_MenuText/menu_incompatiblesave	INCOMPATIBLE WORLD SAVE	호환되지 않는 월드 세이브
StringTable_MenuText/menu_world_incompatible	INCOMPATIBLE WORLD SAVE	호환되지 않는 월드 세이브
StringTable_MenuText/menu_inputbindings	Input Bindings	키 설정
StringTable_MenuText/menu_internet	Internet	인터넷
StringTable_MenuText/menu_invitefriends	Invite Friends	친구 초대
StringTable_MenuText/menu_instagrambutton_tooltip_2	It's sort of meta when you think about it.	생각해보니 좀 메타적이군요.
StringTable_MenuText/repair_itemdurabilityfull	Item is not damaged.	아이템이 손상되지 않았습니다.
StringTable_MenuText/menu_joinsuccess	JOIN SUCCESSFUL	입장 성공
StringTable_MenuText/menu_join	Join	입장
StringTable_MenuText/menu_serverbrowser	Join a Server	서버 입장
StringTable_MenuText/menu_discordbutton_popup	Join the community on Discord!	디스코드 커뮤니티에 참여하세요!
StringTable_MenuText/menu_redditbutton_popup	Join the community on Reddit!	레딧 커뮤티니에 참여하세요!
StringTable_MenuText/menu_journal	Journal	일지
StringTable_MenuText/menu_admin_kickbutton	KICK	추방
StringTable_MenuText/menu_compendium_killcount	Kill {0} {npc} to unlock this entry. ( {need} / {req} )	{0}마리의 {npc}|hpp(을,를) 처치하여 이 항목 잠금 해제. ( {need} / {req} )
StringTable_MenuText/menu_LAN	LAN	LAN
StringTable_MenuText/menu_lanserver	LAN Server	LAN 서버
StringTable_MenuText/menu_traitselect_load_preset	LOAD PRESET	프리셋 불러오기
StringTable_MenuText/menu_compendium_locations	LOCATIONS	위치
StringTable_MenuText/os_logout	LOG OUT	로그아웃
StringTable_MenuText/menu_lastautosave	Last Autosave: {Time} ago	최근 자동 저장: {Time} 전
StringTable_MenuText/menu_leaveaccessibilityfeedback	Leave Accessibility Feedback	접근성 피드백 보내기
StringTable_MenuText/menu_leavefeedback	Leave Feedback	피드백 보내기
StringTable_MenuText/menu_leavegame	Leave Game	게임 종료하기
StringTable_MenuText/menu_continue	Load Game	게임 불러오기
StringTable_MenuText/menu_loading	Loading ...	로딩 중...
StringTable_MenuText/menu_warninggamenotpaused	"MULTIPLAYER GAME - NOT PAUSED
PAUSING IS ONLY ALLOWED IN SINGLEPLAYER"	"멀티플레이어 - 일시정지 불가
일시정지는 싱글 플레이어에서만 가능합니다."
StringTable_MenuText/menu_maxplayers	Max Players	최대 플레이어 수
StringTable_MenuText/menu_serverbrowser_modified_3_title	Modified Server Files	수정된 서버 파일
StringTable_MenuText/menu_host_sandboxsettings	Modify Sandbox Settings	샌드박스 설정 변경
StringTable_MenuText/menu_multiplayersettings	Multiplayer Settings	멀티플레이어 설정
StringTable_MenuText/menu_journal_newnote	NEW JOURNAL NOTE	새로운 일지 기록
StringTable_MenuText/menu_next	NEXT	다음
StringTable_MenuText/menu_no	NO	아니요
StringTable_MenuText/menu_popup_nopassword	NO PASSWORD	비밀번호 없음
StringTable_MenuText/password_no	NO PASSWORD	비밀번호 없음
StringTable_MenuText/menu_traitselect_negative	Negative Traits	부정적 특성
StringTable_MenuText/menu_tutorial_popup_cancel	Nevermind	넘기기
StringTable_MenuText/menu_unstick_no	Nevermind, I want to live!	아니요, 살고 싶어요!
StringTable_MenuText/menu_createnewworld	New Game	새 게임
StringTable_MenuText/menu_serverbrowser_newscientist_title	New Scientist	새로운 과학자
StringTable_MenuText/menu_nosessions	No sessions found!	세션을 찾을 수 없습니다!
StringTable_MenuText/menu_popup_traitselect_cancel	No, I want to change something!	아니요, 바꾸고 싶은 게 있어요!
StringTable_MenuText/Menu_popup_nopassword_cancel	No, I'll go set a password.	아니요, 비밀번호를 설정할게요.
StringTable_MenuText/menu_nostay	No, Stay	아니요, 유지합니다.
StringTable_MenuText/menu_serverbrowser_modified_1_title	Non-Standard Ruleset	변경된 월드 설정
StringTable_MenuText/menu_traitselect_traitblocked	Not useable with Trait: {0}	다음 특성과 함께 사용할 수 없음 : {0}
StringTable_MenuText/menu_openbrowser_question	OPEN WEB BROWSER?	웹브라우저를 열어보시겠습니까?
StringTable_MenuText/menu_journal_openjournal	Open Journal	일지 열기
StringTable_MenuText/menu_world_openfolder	Open Save Folder	세이브 폴더 열기
StringTable_MenuText/menu_twitterbutton_tooltip_2	Or whatever it's called these days.	아 요즘엔 이름이 바뀌었던데.
StringTable_MenuText/password_issue	PASSWORD ISSUE	비밀번호 문제
StringTable_MenuText/menu_join_passwordrequired	PASSWORD REQUIRED	비밀번호가 필요합니다
StringTable_MenuText/menu_compendium_characters	PEOPLE	인물
StringTable_MenuText/menu_browser_title_ping	PING	핑
StringTable_MenuText/menu_browser_title_players	PLAYERS	플레이어
StringTable_MenuText/menu_password	Password	비밀번호
StringTable_MenuText/password_noquestionmarks	Password can't contain ? symbol	비밀번호에 "?"는 사용할 수 없습니다.
StringTable_MenuText/menu_ping	Ping	핑
StringTable_MenuText/menu_customization_playvoice	Play Voice	목소리 재생
StringTable_MenuText/menu_world_playedtime	Played Time: {h}h {m}m	플레이 시간: {h}시간 {m}분
StringTable_MenuText/menu_players	Players	플레이어
StringTable_MenuText/menu_traitselect_positive	Positive Traits	긍정적 특성
StringTable_MenuText/splash_pressanykey	Press anything to begin	아무 키나 눌러 시작
StringTable_MenuText/menu_quicksettings	Quick Settings	빠른 설정
StringTable_MenuText/menu_quit	Quit	종료
StringTable_MenuText/menu_quitgame	Quit Game	게임 종료
StringTable_MenuText/menu_compendium_registry	REGISTRY	수용부
StringTable_MenuText/menu_resetvoip	RESET VOIP SYSTEM	VOIP 초기화
StringTable_MenuText/menu_confirm_restorebackup	RESTORE BACKUP	백업 복원하기
StringTable_MenuText/menu_refresh	Refresh	새로고침
StringTable_MenuText/repair_itemrequired	Repair With Item	아이템으로 수리하기
StringTable_MenuText/menu_tutorial	Replay Introduction	도입부 다시하기
StringTable_MenuText/menu_reportbug	Report a Bug	버그 신고
StringTable_MenuText/menu_resetkeybinds	Reset Keybinds	키 바인딩 초기화
StringTable_MenuText/menu_settings_reset	Reset all settings	모든 설정 초기화
StringTable_MenuText/menu_button_reset	Reset to default	기본값으로 초기화
StringTable_MenuText/menu_world_restorebackup	Restore Backup	백업 복원하기
StringTable_MenuText/menu_resume	Resume	재개
StringTable_MenuText/menu_title_savecorrupt	SAVE CORRUPTED	세이브 손상됨
StringTable_MenuText/menu_serverbrowser_searching	SEARCHING	검색 중
StringTable_MenuText/menu_browser_title_server	SERVER	서버
StringTable_MenuText/menu_compendium_souprecipes	SOUP RECIPES	수프 레시피
StringTable_MenuText/menu_traitselect_job_startingpoints	STARTING POINTS	시작 포인트
StringTable_MenuText/menu_serverbrowser_status	STATUS	상태
StringTable_MenuText/menu_title_saveconflict	STEAM CLOUD CONFLICT	스팀 클라우드 충돌
StringTable_MenuText/menu_browser_title_progress	STORY PROGRESS	스토리 진행도
StringTable_MenuText/menu_customization_savechanges	Save Changes	변경 사항 저장
StringTable_MenuText/menu_customization_savepreset	Save Preset	프리셋 저장
StringTable_MenuText/worldname_alreadyexists	Save already exists with the same world name	동일한 월드 이름의 세이브 데이터가 이미 존재합니다.
StringTable_MenuText/menu_browser_searchhint	Search Servers...	서버 검색...
StringTable_MenuText/menu_searchfailed	Search failed (reason: unknown)	검색 실패 (원인: 알 수 없음)
StringTable_MenuText/menu_browsersearching	Searching Internet	인터넷 서버 검색중
StringTable_MenuText/menu_browsersearch_lan	Searching LAN	LAN 서버 검색중
StringTable_MenuText/menu_worldselect	Select Facility Save	시설 세이브 파일 선택
StringTable_MenuText/menu_continuegame_title	Select World Save	월드 세이브 파일 선택
StringTable_MenuText/menu_analytics_optin	Send data to help the developers improve the game	게임 개선을 위해 개발자에게 데이터 전송하기
StringTable_MenuText/menu_servername	Server Name	서버 이름
StringTable_MenuText/menu_settings	Settings	설정
StringTable_MenuText/menu_browser_showdedi	Show Dedicated	전용 서버 보기
StringTable_MenuText/menu_browser_showmod	Show Modified	MOD 서버 보기
StringTable_MenuText/menu_browser_showpassworded	Show Passworded	비밀번호 포함 표시
StringTable_MenuText/menu_singleplayer	Singleplayer Only	싱글 플레이어 전용
StringTable_MenuText/menu_compendium_npc	Someone in the Facility may know more about this topic.	시설 내에 이 주제에 대해 알고있는 사람이 있을지도 모른다.
StringTable_MenuText/menu_startgame	Start Game	게임 시작
StringTable_MenuText/menu_hostgame	Start New Game	새 게임 시작
StringTable_MenuText/menu_stay	Stay	머무르기
StringTable_MenuText/menu_browser_switch_to	Switch to {0}	{0}|hpp(로,으로) 전환
StringTable_MenuText/menu_compendium_theories	THEORIES	가설
StringTable_MenuText/menu_tutorial_popup_confirm	Take me there!	좋아요!
StringTable_MenuText/menu_tiktokbutton_tooltip_2	The youth can still appreciate art.	젊은 세대들도 예술이 뭔지 압니다.
StringTable_MenuText/menu_compendium_email	There is likely more information about this topic in the GATE email system.	이 주제에 대해서는 GATE 이메일 시스템 내에 자세한 정보가 있을 것이다.
StringTable_MenuText/menu_compendium_immunity	This entity is immune to all forms of {0} damage.	이 생명체는 모든 형태의 {0} 피해에 면역이다.
StringTable_MenuText/menu_compendium_resistance	This entity is less affected by {0} damage.	대상은 {0} 피해에 저항성을 가진다.
StringTable_MenuText/menu_compendium_weakness	This entity is weak against {0} damage.	대상은 {0} 피해에 취약하다.
StringTable_MenuText/menu_resetvoip_desc	This may fix voice/microphone issues.	음성/마이크 문제를 해결할 수 있습니다.
StringTable_MenuText/menu_wishlist_popup	This will open the Steam store page.	스팀 상점 페이지를 엽니다.
StringTable_MenuText/menu_browserwarning	This will open your web browser.	웹브라우저를 엽니다.
StringTable_MenuText/menu_customization_togglezoom	Toggle Zoom	토글 줌
StringTable_MenuText/menu_youtubebutton_tooltip_2	Tons of hidden lore and more!	수많은 숨겨진 이야기와 즐길거리가 있습니다!
StringTable_MenuText/menu_admin_unbanbutton	UNBAN	밴 해제
StringTable_MenuText/men_understood	Understood!	알겠습니다!
StringTable_MenuText/menu_customization_notunlocked	Unlock by exploring the Facility	시설 탐색을 통해 잠금 해제
StringTable_MenuText/menu_unstick	Unstick (Respawn)	끼임 해결 (리스폰)
StringTable_MenuText/menu_world_viewsettings	View Settings	설정 보기
StringTable_MenuText/menu_notice_saveconflict	"WARNING! SAVE IS OLDER THAN BACKUP!

Your local save backup conflicts with the main save. This may have been caused by Steam Cloud.

Main Save Playtime: {MainTime}
Backup Save Playtime: {BackupTime}

If there is a large difference in play time, we recommend restoring the backup."	"경고! 세이브 데이터가 백업보다 오래됐습니다!

로컬 세이브의 백업이 메인 세이브와 충돌하고 있습니다. 이는 스팀 클라우드가 원인일 수 있습니다.

메인 세이브 플레이 시간 : {MainTime}
백업 세이브 플레이 시간 : {BackupTime}

플레이 시간이 크게 차이가 난다면, 백업 복구를 권장합니다."
StringTable_MenuText/sandbox_modifywarning	WARNING: SANDBOX OPTIONS CANNOT BE MODIFIED AFTER STARTING GAME	경고: 샌드박스 옵션은 게임 시작 후 변경할 수 없습니다.
StringTable_MenuText/worldname_issue	WORLD NAME ISSUE	월드 이름 문제
StringTable_MenuText/menu_world_corruptsave	WORLD SAVE CORRUPT	월드 세이브 손상
StringTable_MenuText/menu_world_upgradereq	WORLD UPGRADE REQUIRED	월드 업그레이드 필요
StringTable_MenuText/menu_serverbrowser_modified_1_desc	Warning! You are joining a server using non-standard rules for gameplay. This could result in unbalanced gameplay. This is not recommended for first-time players or players who want to experience the game as intended by the developers. Are you sure you want to join this server?	경고! 게임 플레이 규칙이 변경된 서버에 입장하려 합니다. 게임의 밸런스에 영향이 있을 수 있습니다. 처음 플레이하시는 분이나 개발자가 의도한 방식을 원하는 분들에게는 권장되지 않습니다. 정말 이 서버에 입장하시겠습니까?
StringTable_MenuText/menu_youtubebutton_popup	Watch our trailers and shorts on YouTube!	유투브에서 트레일러와 쇼츠를 시청해 보세요!
StringTable_MenuText/menu_serverbrowser_newscientist_desc	"We have detected that your profile is new to Abiotic Factor. Please consider carefully before joining random public servers as your first-time experience may differ wildly. We recommend new players play singleplayer or with friends for the first time, from the beginning of the game, in order to experience the story and progression as intended without spoilers or confusing unexplained mechanics.

That said, we trust you to make the right decision. That's why you work at GATE, after all."	"Abiotic Factor에서 새로운 프로필을 감지했습니다. 첫 게임 경험은 많이 달라질 수 있으니 공개 서버에 들어가기 전에 주의해 주세요. 스토리와 의도된 진행방식을 통해 스포일러를 피하고 복잡한 기능들을 익히기 위해서 먼저 싱글플레이어 또는 친구들과 플레이 해 보는 것을 권장합니다.

접합한 결정을 내리시리라 믿습니다. GATE의 일원인 데에는 이유가 있을 테니까요."
StringTable_MenuText/menu_wishliststeam	Wishlist on Steam	Steam에 찜하기
StringTable_MenuText/menu_worldname	World Name	월드 이름
StringTable_MenuText/worldname_noquestionmarks	World name can't contain ? symbol	월드 이름에 "?"를 사용할 수 없습니다.
StringTable_MenuText/worldname_noblank	World name cannot be blank.	월드 이름은 비워둘 수 없습니다.
StringTable_MenuText/menu_tutorial_replaynotice	"Would you like to re-experience your introduction to the GATE Cascade Research Facility?

Don't worry, this will not affect your world or character save data in other worlds."	"GATE 캐스케이드 연구소 도입부를 다시 하시겠습니까?

걱정하지 마세요. 다른 월드의 캐릭터 세이브에는 영향을 미치지 않습니다."
StringTable_MenuText/menu_yes	YES	네
StringTable_MenuText/os_email_notice	"YOU ARE ACCESSING A GATE INTRANET E-MAIL SERVER. 

FOR EMPLOYEE EYES ONLY."	"GATE 내부망 메일 서버에 접근을 시도하고있습니다.

관계자만 열람하십시오."
StringTable_MenuText/menu_traitselect_job_title	YOUR JOB AT GATE	GATE에서의 직업
StringTable_MenuText/Menu_popup_nopassword_confirm	Yes, I want to host a public server.	네, 공개 서버로 호스트합니다.
StringTable_MenuText/menu_popup_traitselect_confirm	Yes, I'm ready!	준비됐습니다!
StringTable_MenuText/menu_yesquit	Yes, Quit	네, 끝냅니다.
StringTable_MenuText/menu_unstick_yes	Yes, respawn.	네, 리스폰합니다.
StringTable_MenuText/menu_unstick_warning	"You are about to perform a force respawn. This will count as a death, and your corpse will remain at this location. This will allow you to respawn at your last viable spawn point.

This is not recommended unless you're REALLY stuck! Please report stuck locations to the developers so they can be fixed.

Are you sure you want to perform a force respawn?"	"강제 리스폰을 시도합니다. 이것은 사망으로 간주되며, 시체는 이 지역에 남을 것입니다. 가장 최근의 유효한 스폰지점에서 부활할 수 있습니다.

완전히 끼인 상태가 아니라면 권장하지 않습니다! 끼인 장소를 개발자에게 보고해 주시면 수정하도록 하겠습니다.

정말로 강제 리스폰을 하시겠습니까?"
StringTable_MenuText/menu_popup_nopassword_subtext	You are hosting a public server without a password. Abiotic Factor is a co-operative game. Did you intend to start a sever that anyone can join?	비밀번호 없이 공개 서버로 호스트합니다. Abiotic Factor는 협동 게임입니다. 누구나 서버에 들어올 수 있도록 개설하시겠습니까?
StringTable_MenuText/repair_youcantrepair	You can't repair this.	이것은 수리할 수 없습니다.
StringTable_MenuText/repair_youcantscrap	You can't salvage this.	이것은 분해할 수 없습니다.
StringTable_MenuText/menu_compendium_nosoup	You don't know any soup recipes. Experiment with cooking to learn new soup recipes.	알고있는 수프 레시피가 없습니다. 다양한 요리를 시도하여 새로운 수프 레시피를 발견하세요.
StringTable_MenuText/menu_kickedreason_default	You were kicked by an admin.	관리자에 의해 추방당했습니다.
StringTable_MenuText/menu_servername_playername	Your player name will be the server name.	플레이어 이름이 서버 이름이 됩니다.
StringTable_MenuText/menu_jobselect	Your science skills will grow over time, but your chosen profession gives you an immediate skill advantage. Ask yourself: What kind of scientist are you? Hover over a job to learn more.	당신의 과학 스킬은 시간이 지남에 따라 성장하지만, 선택한 전문분야에 따라 우위를 가지고 시작합니다. 당신은 어떤 과학자입니까? 생각해보세요. 직업에 커서를 올려 상세 정보를 확인할 수 있습니다.
StringTable_MenuText/menu_compendium_dataredacted	[ DATA REDACTED ]	[ 데이터 검열됨 ]
StringTable_MenuText/menu_os_from	from	발신인
StringTable_MenuText/menu_os_replyfrom	reply from	답신인
StringTable_MenuText/menu_browser_foundcount	{0} FOUND	{0}개 검색됨
StringTable_Notices/newgame_charactersaves_title	CHARACTER SAVES	저장된 캐릭터
StringTable_Notices/newgame_positivenegativetraits_note	"Character Traits are what make you special and set you apart from your colleagues.

You can select POSITIVE and NEGATIVE traits. If you select NEGATIVE traits, you have more points to select on POSITIVE ones.

You have a limited number of points, so choose wisely!"	"캐릭터 특성은 당신을 특별하게 만들고 동료들과의 차별성을 부여합니다.

긍정적 특성과 부정적 특성을 선택할 수 있습니다. 부정적 특성을 선택하면 긍정적 특성에 선택할 수 있는 포인트가 더 많아집니다.

포인트 수가 제한되어 있으므로 신중하게 선택하세요!"
StringTable_Notices/newgame_finaltraitselect_title	DECISION TIME	DECISION TIME
StringTable_Notices/newgame_charactersaves_note	"In Abiotic Factor, your character is saved on a per-world basis. This means your character’s Traits, Skills, Items, Equipment and progress are tied to a given server.

Visual customization is stored locally and carried between servers.

You need to select a Job and starting Traits for your character with each new world, which you’ll do now."	"Abiotic Factor에서 당신의 캐릭터는 월드별로 저장됩니다. 즉, 캐릭터의 특성, 스킬, 아이템, 장비 및 진행 상황은 특정 서버에 귀속됩니다.

시각적 사용자 설정은 로컬에 저장되며 서버 간에 전송됩니다.

각 새로운 세계에서 캐릭터의 직업과 시작 특성을 선택해야 합니다."
StringTable_Notices/newgame_positivenegativetraits_title	POSITIVE AND NEGATIVE	POSITIVE AND NEGATIVE
StringTable_Notices/newgame_finaltraitselect_note	"You’ll learn skills as you progress, but your Job and Traits cannot be changed once you start.

Have you finished selecting your Job and Traits?

Current Points Leftover: {0}"	"스킬은 게임을 진행하면서 습득할 수 있지만, 직업과 특성은 변경할 수 없습니다.

해당 직업과 특성으로 진행하시겠습니까?

현재 잔여 포인트: {0}"
StringTable_Objects/ammo_308	.308 Rounds	.308 탄환
StringTable_Objects/ammo_357	.357 Magnum Rounds	.357 매그넘 탄환
StringTable_Objects/ammo_12g	12 Gauge Shotgun Rounds	12 게이지 산탄총 탄환
StringTable_Objects/ammo_556	5.56 Rounds	5.56 탄환
StringTable_Objects/ammo_9mm	9mm Rounds	9mm 탄환
StringTable_Objects/damagetype_acid	Acid	산성
StringTable_Objects/object_mapbox_addmaptip	Adds this map to your journal.	지도를 일지에 추가합니다.
StringTable_Objects/liquid_antejuice	Antejuice	안테 주스
StringTable_Objects/battery	Battery	배터리
StringTable_Objects/food_cooked_3	Beautifully Cooked	훌륭히 요리됨
StringTable_Objects/bed_setasrespawn	Bed set as respawn point.	침대가 리스폰 장소로 설정됨.
StringTable_Objects/object_bench	Bench	벤치
StringTable_Objects/object_paperbinder	Binder	바인더
StringTable_Objects/bed_comfort_3	Blissful	황홀함
StringTable_Objects/liquid_blood	Blood	피
StringTable_Objects/damagetype_blunt	Blunt	둔기
StringTable_Objects/damagetype_bullet	Bullet	화기
StringTable_Objects/button_generic	Button	버튼
StringTable_Objects/object_cable_reroute	Cable Reroute	케이블 재배선
StringTable_Objects/stove_cannotaddingredient	Cannot add {INGREDIENT} to the soup.	{INGREDIENT}은(는) 수프에 첨가할 수 없습니다.
StringTable_Objects/door_cannotopenthisside	Cannot open door from this side.	이쪽에서는 문을 열 수 없습니다.
StringTable_Objects/food_cooked_1	Carefully Cooked	적당히 요리됨
StringTable_Objects/object_cart_cargo	Cart Cargo	카트 화물
StringTable_Objects/hint_addwater	Clean water must be added for plants to grow	식물이 성장하려면 깨끗한 물이 필요합니다.
StringTable_Objects/object_nightrealmshadow	Clinging Shadow	달라붙는 그림자
StringTable_Objects/object_door_containmentcell	Containment Cell Door	격리실 문
StringTable_Objects/food_cooked_0	Cooked	요리됨
StringTable_Objects/stove_cookingrequirespot	Cooking requires a pot full of clean water.	요리에는 깨끗한 물이 가득 찬 냄비가 필요합니다.
StringTable_Objects/stove_badwater	Cooking requires clean water. This pot has something else in it.	요리에 깨끗한 물이 필요합니다. 이 냄비에는 다른 것이 들어있습니다.
StringTable_Objects/object_coworker	Coworker	동료
StringTable_Objects/object_craftingbench	Crafting Bench	제작대
StringTable_Objects/object_kitchencupboard	Cupboard	찬장
StringTable_Objects/plant_dead	Dead	고사
StringTable_Objects/object_door	Door	문
StringTable_Objects/object_doorcontrol	Door Control Module	문 조작 모듈
StringTable_Objects/door_locked	Door is locked, must be unlocked first.	잠김. 먼저 잠금을 해제해야 합니다.
StringTable_Objects/vending_drinksmachine	Drinks Vending Machine	음료 자판기
StringTable_Objects/damagetype_electricity	Electricity	전기
StringTable_Objects/button_elevator	Elevator Button	엘리베이터 버튼
StringTable_Objects/container_empty	Empty	비어있음
