Dialogue/A38F8FF745ABD992DF09B682D5539381_98DBDC4800000000	Thank you friend ... for this body.[5.1]I feel ... strange ... like ... a crab ... in a new shell ...[14.3]It will take some time to get ... used to these ... circuits.[20.7]Give me time to adjust ... please.[25]This is new ... for me.	내게 몸을 줘서 고마워요, 친구.[5.1]느낌이... 이상해요... 새로운 소라에 들어간... 게처럼요....[14.3]이 회로에 익숙해지려면... 시간이 좀... 걸리겠어요.[20.7]조정할 시간이... 필요해요.[25]처음 겪는... 일이라서요.
Dialogue/9F5C0C68437F292AB5C7B995B487CFB3_98DBDC4800000000	"Thank you, friend ...
"	고마워요, 친구...
Dialogue/49E07AAE42D2535FFFD2668334956F56_98DBDC4800000000	Thank you, friend.	고마워요, 친구.
Dialogue/581A6B8B417FB335C9FCC9A7F4740309_98DBDC4800000000	Thank you, so much, for being my friend.	내 친구가 되어줘서 정말 고마워요.
Dialogue/4C221B004429E2B613106E988EE522FF_84DFBE1600000000	That hits the spot.	제대로군.
Dialogue/90E846D444B1F50C2C76A7A86131A3CC_98535A7300000000	That's very funny, Janet, but I don't believe this actually has anything to do with Dr. Thule.	재밌는 농담이지만, 자넷. 나는 이게 툴 박사와 관련이 있다고는 생각하지 않네.
Dialogue/184E65F34554B2A23690679F9C4B9D34_09B430A600000000	The Food Court used to be through those doors, but the whole cavern's been ripped apart and consumed by ... well ... I don't know, but it's cold. [9.7]As to what's happening inside, I hate to think.	저 문 너머가 푸드 코트였는데, 구역 전체가 찢겨나가 무엇인가에게 흡수당했어요... 글쎄요... 뭔진 모르겠지만, 엄청 차가웠어요. [9.7]안에서 무슨 일이 일어나는지, 생각하기도 싫군요.
Dialogue/248A249741243BACB5C15BA4DD4402ED_28A5EA9400000000	The Gatekeepers are shielding the Lens! Unless we disable their system, there's nothing I can do!	게이트키퍼가 렌즈를 보호하고 있네! 시스템을 무력화하지 않으면 내가 할 수 있는 건 아무것도 없어!
Dialogue/3397A0A74A778549F6E49A9C80780FB1_AD7A481D00000000	The Seeker awaits. [2.12]And we will join you there, not by volition, for the choice was made before we opened our eyes to the beasts and their maker ... [12.04]There is no other path. [14.92]For it was always so.	탐색자가 기다린다. [2.12]우리도 그곳에 있으마. 우리의 의지가 아닌, 짐승과 그 창조자에게 눈 뜨기 전부터 내려진 선택에 따라... [12.04]다른 길은 없다. [14.92]언제나 그래왔듯이.
Dialogue/E966661544B433E177E1D58E70840187_3EBC8A5E00000000	The co-ordinates are the same as before.	좌표는 이전과 동일합니다.
Dialogue/2AB7197C47CC24E0C0A87D92D7E03AD6_AD7A481D00000000	The end of the world, at the end of the world. A perfect stage for a final dance. [8.75]Yet the music has not ceased. Do not presume to know what fate intends.	세상의 끝자락에서 맞는 세상의 종말. 마지막 무도를 위한 완벽한 무대구나. [8.75]하지만 아직 음악은 멈추지 않았으니, 운명의 의도를 섣불리 짐작하지 말지어다.
Dialogue/EE81339C491ABEDCA9AD9BA1D8618911_6D94EB0D00000000	The idan overflows.	마법이 넘쳐흐른다.
Dialogue/F5EA25EA4D4ACE22A087E58A826185AA_98DBDC4800000000	The light! It's SINGING!	빛이에요! 노래하고 있어요!
Dialogue/3A938F834F5C8ABF8DEAB18FA2992AE0_98DBDC4800000000	The light![1.0]It's SINGING ...	빛이에요![1.0]노래하고 있어요...
Dialogue/8019219D4ACF64092A3B7D8428037C08_500EBB0800000000	The malignancy of your Gatekeepers is a threat to this world and all others. [4.27]Your most virtuous, nay, most scientific path now, is to assist me.	게이트키퍼라는 암적인 존재는 이 세계뿐만 아니라 다른 세계에도 위협이 된다. [4.27]지금 너희가 취할 수 있는 가장 고결한, 아니, 가장 과학적인 길은 나를 돕는 것이다.
Dialogue/937A9A7946BFA9D3D0027D94BAFBE825_5D63EF4100000000	The models never predicted ... this.	모델의 예측엔... 이런 건 없었어.
Dialogue/7A47260146D3F21C68E7C5B2A3D79EF8_AD7A481D00000000	The wheel turns.	수레바퀴가 움직인다.
Dialogue/CC3E9A2F44E495230986659873E09856_6D94EB0D00000000	The will of one is not enough to shift the workings of the world, but perhaps, in moments, to unwind them.	한 명의 의지로는 세상의 이치를 뒤집을 수 없지만, 흐름을 풀어내는 건 순간이나마 가능할지도 모른다.
Dialogue/200BC9014C881D719A3200879A9C5410_98DBDC4800000000	The world has changed. Was this your intention?	세상이 변했어요. 바라던 대로 된 건가요?
Dialogue/0F3A6924452FEB7F036ECA98D9E72B1C_6D94EB0D00000000	The world's center shifts eternally. Today it lies beneath our feet.	세상의 중심은 언제나 바뀌기 마련이다. 오늘은 우리 발밑에 있군.
Dialogue/C764003946E4FF1D49E87BA0FA239150_500EBB0800000000	There is no escape from this place for you, Scientist. My brethren will ensure it. [5.04]Yet if you follow my words, a path from your false temple may emerge.	과학자여, 이곳에서 탈출할 방법은 없다. 내 형제들이 그렇게 두지 않아. [5.04]그러나 나의 지시를 따른다면, 그대의 그 거짓된 성소에서 벗어날 길이 드러날지도 모르지.
Dialogue/146A0EA04F0A45B152CB87B46CBA6E37_F5807AEF00000000	There is no escaping the fact: the Exor, the Pest, the Peccary, none of them are native to the worlds we're finding them on. [1.0]Something brought them here. [1.0]The crux is the monument at the center of their settlement. [1.0]Not a structure, but a weapon. A warhead. [1.0]Indeed, increasingly I am sure the creature is not natural at all, but a bioweapon - designed to be introduced to a region, and clear it out.	엑소르, 페스트, 페커리는 모두 서식하고 있는 세계의 토착 생물이 아닌 것이 자명하다. [1.0]무엇인가 그들을 가져다 둔 것이지. [1.0]핵심은 그들의 정착지 중심에 놓인 구조물이다. [1.0]건축물이 아니라 무기. 탄두다. [1.0]그렇기에, 점점 확신이 든다. 이 생물은 자연적인 존재가 아니라 생물학적 무기인 것이다. 어떤 지역에 투입되어, 그곳을 정리하도록 설계된 무기 말이다.
Dialogue/AAA86DC541FCAC355EDF2EB9DCCA21A6_500EBB0800000000	There is no eternity for which I will be heralded! No history shall redeem me.  [4.5]The only stone is the stone beneath our feet. [7.23]Supremus. Ordo. Petrae.	나를 기릴 영원의 시간 따위는 없다! 어떤 역사도 나를 구원하지 않으리라. [4.5]건너갈 것은 오직 우리 발밑에 놓인 돌뿐이다. [7.23]수프레무스. 오르도. 페트라에.
Dialogue/78A0562B496344BF16D1ACAC60C9D3B7_AD7A481D00000000	There is nothing to be done. [2.47]The ancient one is loose. [5.7]Freed, because she escaped. [10.04]This is the way of things.	우리가 할 수 있는 건 없다. [2.47]고대의 존재가 풀려났다. [5.7]그녀가 탈출했기에, 자유로워진 것이다. [10.04]이것이 순리다.
Dialogue/A846B62940918F620DF76B8BCAC4BC3F_7820C76F00000000	There was a thriving life around us once, but now ... there is chaos.	한때 주위는 생명이 만개했으나, 지금은... 혼돈뿐이다.
Dialogue/AF82F34449FCBE8377C0479C598DCAFD_5D63EF4100000000	There's several portals around here, but they aren't exhibiting the same tensor signatures as normal perforations.[6.6]I suspect some temporal tomfoolery is afoot. [10.8]Keep an eye on your wristwatch, I suppose. If time still matters, that is.	이 주변에 포탈이 몇 개 있는데, 텐서 신호가 일반적인 천공과는 달라.[6.6]시간 흐름에 장난을 치는 게 아닌가 싶어. [10.8]손목시계를 잘 확인해 보라고. 시간이 아직 의미가 있다면 말이야.
Dialogue/A2ABB3F24DA1CBC2397001BF68D86561_84DFBE1600000000	These quakes are beyond tedious. When those luddites removed the Dark Lens, perforations started going off like popcorn. [10.9]Hardly surprising it's triggered complete geological chaos. [15.6]Not to mention whatever the hell is going on with that storm. [20.6]Clearly it has something to do with that sarcophagus of ice embedding the Shopping District.	지진은 이제 지긋지긋하군. 저 자식들이 암흑 렌즈를 제거했을 때 사방에서 천공이 팝콘 튀기듯 일어나기 시작했지. [10.9]그 여파로 지질학적 혼란이 일어난 것도 놀랄 일이 아니야. [15.6]저 폭풍에서 일어나는 일은 말할 것도 없고. [20.6]분명 상업가를 막고 있는 저 큰 얼음 덩어리와 무슨 관련이 있을 거야.
Dialogue/43AF21004C17A04AC63DF29506856951_28A5EA9400000000	They're locking out the Lens controls - I can't do anything until you shut their shield down!	저들이 렌즈 제어권을 잠그고 있어 - 그대가 보호막을 해제하기 전까지 난 아무것도 할 수 없네!
Dialogue/735B9A104BD1271A536066AE58557AC6_B10FECBF00000000	This Dr. Lenora Riggs, TransRecon Echo 3. [3.8]It has been more than (DATA MISSING) since the (DATA MISSING) but, against all odds, we have returned to the facility. [11.20]It is surpassingly strange to be back at Cascade - none of us would return by choice, were it not for (DATA MISSING). [19.26]The state of the place is catastrophic, which is no surprise, and (DATA MISSING) encounter another human being. [25.94]The temporal disturbance persists, anteverses curdle space-time like off milk, and the (DATA MISSING) as unstable as predicted. [36.32]But Dr. Manse's instructions were clear, and we must push deeper into the facility to have any hope of (DATA MISSING) Synaptic Labs and the (DATA MISSING). [47.4]Whether our expedition will be successful, I am uncertain. [51.06]Some areas have collapsed entirely, and access may be impossible, to say nothing of the wildlife, but we must try.[61.9]Dr. Lenora Riggs, TransRecon Echo 3, out.	여기는 차원정찰대 에코 3, 레노라 리그 박사입니다. [3.8](데이터 소실)이 발생하고 (데이터 소실)이 넘게 지났지만, 우리는 불가능을 뚫고 시설로 복귀했습니다. [11.20]캐스케이드로 돌아오게 된 상황이 정말 이상하게 느껴집니다. (데이터 소실)이 아니었다면, 아무도 제 발로 돌아오지는 않았을 겁니다. [19.26]이곳의 상태는 예상대로 처참합니다. 다른 사람과 접촉한 (데이터 소실). [25.94]시간 교란은 지속되는 중이고, 안테버스는 상한 우유처럼 시공간을 응고시키며, (데이터 소실)또한 예상대로 불안정합니다. [36.32]하지만 맨스 박사의 지시는 명확합니다. 시설 깊이 들어가서 시냅스 연구소와 (데이터 소실)를 (데이터 소실)해야 합니다. [47.4]이 탐사가 성공할지는 저도 모르겠습니다. [51.06]일부 구역은 완전히 붕괴돼 접근조차 불가능할 수도 있으며, 야생 생물의 위협은 말할 것도 없습니다. 하지만 반드시 시도해야만 합니다.[61.9]차원정찰대 에코 3, 레노라 리그 박사. 송신 종료.
Dialogue/C93EF9444DE83C9CC8BFADAC9529D2EA_500EBB0800000000	This cannot have been your intended destination! [2.65]Not even Prometheans would be so foolish as to enter the heart of our kingdom. [7.17]Ah, but the Anchorae ... the Lodestones, you call them ... more than mere rock and bone and flesh, they have greater potency than we know - [15.16]they pursue their own ends, and warp perforations like water.	이곳이 네가 의도했던 목적지는 아닐 터! [2.65]아무리 프로메시안이라 해도 우리 왕국의 심장부에 발을 들일만큼 멍청하지는 않겠지. [7.17]아, 그러나 앵커라이... 너희가 '로드스톤'이라 부르는 것은... 단순한 돌과 뼈와 살이 아니지. 그것은 보기보다 강력하다. [15.16]저마다의 목적이 있고, 천공을 물처럼 다루지.
Dialogue/C07AB24242111293B970B4AE2C255F65_98DBDC4800000000	This device ... speaks.[1.0]Extraordinary.[7]It says --- ... oh ... no ... I cannot tell them that ...[14.4]I'm sorry ...[16.5]Perhaps one day people will be ready ...[19.5]To know the truth of their star ...[22.6]But not yet ...	이 장치가... 말을 하네요.[1.0]굉장해요.[7]이게 말하길... 아, 이런... 아직은 말할 수 없어요...[14.4]죄송해요...[16.5]언젠간 인류도 받아들일 준비가 되겠죠...[19.5]이들의 항성에 대한 진실을...[22.6]하지만 지금은 아니에요...
Dialogue/B9A0670040B21CF7B9D74AAF40472DA8_84DFBE1600000000	This has not been a good day.	좋은 날은 아니구만.
Dialogue/BA1128C6431C0E4A083F4094BCECEBA2_F37913B600000000	This is B'hali of the Fourth Blade, breviarium ad penitus.[6.07]My sisters retrieved the Essenic scripts so the Clericum might attend their words clearly.[13.40]The risk was extreme, but their first findings remove all doubt: the Magi's star was the residue of riftwork.[23.70]Sisters, it is one thing to suspect an enemy's presence; another to have his manipulation of our entire history confirmed.[33.58]The Clericum need more time, yes, but we have little.[38.42]We must return these documents within the moon to ensure our activities are not discovered[45.89]He watches us yet.	제4의 칼날의 브할리. 심층 보고록. [6.07]우리 자매들이 에센 경전들을 회수하여 클레리쿠스가 그 내용을 명확히 검토하도록 했다.[13.40]매우 위험한 일이었지만, 첫 발견으로 모든 의심이 걷혔다. 베들레헴의 별은 균열의 잔재였다.[23.70]자매들이여, 적의 존재를 그저 의심하는 것과, 그가 우리의 모든 역사를 조작해 왔다는 것은 차원이 다른 사실이다.[33.58]클레리쿰은 시간이 더 필요하겠지. 하지만 우리는 지체할 수 없다.[38.42]이 경전들을 월광이 다시 차오르기 전에 돌려놓고 우리의 행보를 감추어야 한다.[45.89]그의 시선은 아직도 우리 위에 머문다.
Dialogue/8CA5B24E4623DA966F1ABEB2E14636D7_F5807AEF00000000	This is Dr. Manse. [1.35]If the Exor and its ilk were created by a conscious entity, we must search it out. [7.3]Finding traces of this intelligence is like detecting electrons in a cloud chamber - [12.55]we are working entirely from inference. [15.40]But everything we now know points to one fact: there is a power at work in Anteverse 2, [21.48]and whether it is operating against or... towards us in some way, we must know ...	맨스 박사 기록. [1.35]만약 엑소르와 그 무리가 의식을 가진 존재에 의해 창조된 것이라면, 우리는 그 존재를 찾아내야만 한다. [7.3]이 지성체를 찾아내는 것은 안개상자에서 전자를 추적하는 것과 같다. [12.55]전적으로 추론에만 의존한다는 것이지. [15.40]하지만 지금까지 드러난 모든 사실은 한 가지 결론으로 귀결된다. 안테버스 2에 어떤 외력이 작용한다는 것. [21.48]그리고 그 힘이 우리에게 적대적으로 작용하는지... 우리를 향하고 있긴 한 것인지, 반드시 알아내야 한다...
Dialogue/881698DD4560BF681482D5B3974AAFDF_6D94EB0D00000000	This is no end, nor beginning, for such things do not exist.	끝과 시작도 허상이니, 이 또한 마찬가지이다.
Dialogue/EA7E6C314164127EE6243CBDE57929F9_6D94EB0D00000000	This is not our choice.	이것은 우리의 선택이 아니다.
Dialogue/B8430D594BCD6FDCEC8CA1BFC5F5A7BE_84DFBE1600000000	This is unacceptable.	용납할 수 없어.
Dialogue/C11D637C4DA5EB1E4DA7CDBEA14D6424_D280DA7100000000	This is, like, one of those things that you just, like ... look at ... [4.7]but your brain just, like ... won't ... you know ... process it .. or something?	이건 뭐랄까, 그냥... 보고는 있는데... [4.7]뇌가... 그러니까... 따라기지 못하는... 그런 느낌?
Dialogue/7C7A6F0849E32826FAF39292ECCBC97E_98DBDC4800000000	This place is very unusual ...	아주 특이한 장소네요...
Dialogue/23D334B5412DDFD864D7B09ABA2DCDC7_09B430A600000000	This sucks.	개같네.
Dialogue/7FE1BCEC4E325353924C84BD4B8BE899_7820C76F00000000	Thou hast awakened us. [3.79]Where is this that I have awoken? [7.2]On what plane? [9.9]Creature, you are strange to us ...	그대가 우릴 깨웠구나. [3.79]내가 깨어난 이곳은 어디인가? [7.2]어느 차원이지? [9.9]피조물이여, 기이한 모습을 하고 있구나...
Dialogue/B89550FC405BF4041E51E29252EFDF21_AD7A481D00000000	Time is neither wheel, nor wave - no river, nor arrow. [5.45]It cannot be named, for in naming is lost. [10.94]Time is only that which undoes all else. [15.81]So be consoled, for it has not yet had its way with you.	시간은 바퀴도, 파도도, 강물도, 화살도 아니다. [5.45]이름 붙일 수 없으니, 이름하는 순간 본질을 잃고 만다. [10.94]시간은 모든 것을 무로 돌릴 뿐이니라. [15.81]그러니 감사하라. 아직 시간이 그대를 따라잡지 않았음을.
Dialogue/CA4064DB40F69C93F6F75E970EE2391B_B19337C300000000	Times are tough, sure, you gotta get a little creative.	힘든 시기잖아. 이럴 땐 창의력을 좀 발휘해야지.
Dialogue/27FB0AFF487BAE3FB52D36A3C07AC963_28A5EA9400000000	Together again.	또다시 모였군.
Dialogue/1D9ED8124EC178639D1468BF8A188D00_0A72555000000000	U haz cheese?	치즈 있음?
Dialogue/81B9F7D94035F0DDD2B271B90AFCE1EA_28A5EA9400000000	Ulrich, do you remember when we were first hired at GATE?[3.49]I immediately felt we were going to be best of fr-	울리히, 우리가 처음 GATE에 입사했을 때 기억나나?[3.49]난 그때 바로 느꼈지. 우리는 최고의 친구-
Dialogue/7CE7C7DB4A09EF58D973CA81B8EA3E4A_3EBC8A5E00000000	Unadvisable, Ma'am. They could -	부인, 추천하지 않습니다. 저들은 -
Dialogue/13F5EC744B26B8B66CD0EE956BE19A53_D5875C8A00000000	Unbelievable.	믿을 수가 없네.
Dialogue/5F810B6F49CB73A5F2797E9314C04678_1E3C2DE000000000	Under protection of the 5th Planetary Legion ~ Commander Fili	제 5행성 연합군의 보호하에 있음 ~ 필리 지휘관
Dialogue/23574B3E4E0154E56A7669867F607494_500EBB0800000000	Wait, Promethean! Do not attack! Our paths converge once more! [4.7]By some fathomless twist of circumstance, you arrive in the sanctum of my brethren at a critical moment!  [11.70]The wretched Gatekeepers are trapped in your facility, now that their redoubt is violated. [17.57]They came to recover the Dark Lens - now it is their only possibility of escape! [23.50]Yet if they achieve this, be assured, the infested state of your lair will become the fate of the entire world! [30.58]They hide in your facility's frigid Residence sector, seeking to activate the device! [36.0]The realm is immersed in cold beyond anything in our universe! [39.82]My brethren have a tool that could counter it - the Sun Disk - but are forbidden from doing so. [46.24]But you! You are not so constrained by our covenant. [49.70]There is only one course! To achieve greater ends, I must permit your passage to the Praetorium's very heart. [57.34]Reach the Sun Disk to survive the abyssal cold of Residences![61.79]Confront the Gatekeepers! Remove the Dark Lens from their possession by any means![67.3]Accept this offer, or return to your crypt and continue your quest alone - I shall not stop you ... nor could I.	잠깐, 프로메시안! 공격하지 마라! 우리의 행보가 다시 교차했군! [4.7]알 수 없는 운명의 장난으로, 그대는 결정적인 순간에 나의 형제들의 성소에 당도했다. [11.70]그 끔찍한 게이트키퍼들의 성채가 함락되었으니, 시설에 발이 묶여있을 터. [17.57]암흑 렌즈를 회수하러 왔겠지만, 이젠 그것이 유일한 탈출 수단이 되었겠지! [23.50]그러나 장담컨대, 그들이 성공한다면, 이 구덩이 속 혼란이 전 세계의 모습이 될 것이다! [30.58]놈들이 시설 속 혹한의 주거 구역에 숨어 장치를 작동시키려 하고있다! [36.0]그곳은 우리 우주의 어떤 것과도 비교할 수 없는 냉기에 잠겨있지! [39.82]나의 형제들이 그에 맞설 도구, '태양 디스크'를 가지고 있으나, 사용이 금지되어 있다. [46.24]그러나 그대는 다르다! 그대는 우리의 규약에 얽매이지 않는다. [49.70]방법은 하나뿐! 더 큰 대의를 위해 그대가 프라에토리움의 심장부로 가는 것을 나는 허가해야만 한다. [57.34]태양 디스크를 찾아 주거 구역의 심연같은 냉기에서 살아남아라! [61.79]게이트키퍼와 맞서라! 수단을 가리지말고 암흑 렌즈를 빼앗아라! [67.3]이 제안을 받아들여라, 아니면 너희의 지하로 돌아가 홀로 여정을 계속 하라. 그대를 막지 않겠다... 막을 수도 없으니.
Dialogue/891659CC41BFCFE6A1610FA942F61A16_7E44BA3100000000	Warning. Anomalous power fluctuation detected in - office - sector.[6.7] Investigation - recommended.[9.8]Critical operations may experience intermittent power loss.[15.0]GATE apologizes for any inconvenience.	경고. - 사무 구역- 에서 이례적 전력 변동 감지됨.[6.7] 조사 - 권장.[9.8]주요 시스템에 간헐적 정전 발생 가능성 존재.[15.0]이용에 불편드린 점, 이용에 불편드린 점, GATE가 사과드립니다.
Dialogue/73B34C2B41F49F84F7894EB446ABEAA4_98DBDC4800000000	We are being attacked.	공격받고 있어요.
Dialogue/EB177871439B0E2CF3575EA06CCF39A1_6D94EB0D00000000	We are done, if ever such a thing was.	이로써 맺음이다. 허나 끝은 실존하는가?
Dialogue/FF7FD04144CB76085CB7BD81E92E4E87_28A5EA9400000000	We are free!	해방이다!
Dialogue/56B98EBD42977FB1A1CAE0BBA7B0C0BA_98DBDC4800000000	We are taking damage.	피해를 입고 있어요.
Dialogue/01F47C0A411DD2CDA903EDB4C13E32CC_AD7A481D00000000	We are the Unlost, the unfound, who seek not, nor discover, for this always was, and ever shall be.	우리는 길을 아는 자들이요, 발견되지 않은 자들이라, 구하지도, 찾지도 않으니, 늘 그래왔고, 앞으로도 그러하리.
Dialogue/985208EB4892F2B0E8D431A89D88EBA3_09B430A600000000	We can't even get a message out, Abe, Tim's world wide web isn't going to save us now.	메시지 하나도 밖으로 못 보낸다고요, 에이브. 팀이 만든 월드 와이드 웹은 우릴 구해주지 못 한다니까요.
Dialogue/BD7298C84C91B373638681950DAE8A93_7820C76F00000000	We cannot sense any of our kind, not even a whisper ...	동족의 존재를 느낄 수가 없다. 그 속삭임조차도...
Dialogue/6ECA9C894CB9D0015F0D0A85C72BAFCA_6D94EB0D00000000	We meet again, from before or a time to come, it is all the same.	다시 만났구나, 그것이 과거에서든 미래에서든, 결국 똑같은 것이지.
Dialogue/ABC48DBB4B54CF4EE2A201876495CF75_7820C76F00000000	We must have been dormant for aeons.	우리가 오랜 시간 잠들어 있었나 보군.
Dialogue/8877B8AE4599B55EC32BBBB8ECA83B4B_09B430A600000000	We think the Gatekeepers have recovered the Dark Lens from those gunned-up goons, which is ... good, I suppose. [7]But it looks like they're planning to leave, and lock the door behind them.	저희 생각엔 게이트키퍼가 저 중무장한 깡패들한테서 암흑 렌즈를 되찾은 거 같은데... 좋은 일이겠죠. 아마. [7]그런데 탈출하면서 출구를 닫을 계획인 것 같아요.
Dialogue/36F05B1E4944052FB9D3A792F67446EA_6D94EB0D00000000	We watch, we wait, we witness.	우리는 주시하고, 기다리며, 목도한다.
Dialogue/6FA433724D7A15139929969E662D3306_98535A7300000000	We'll figure it out, Janet.	머릴 맞대보면 나오겠지, 자넷.
Dialogue/661648B84E8CE712DE944DA1F4BC694C_5D63EF4100000000	Well hello![2]It's nice to see I'm not the only one showing up in strange places.[7.4]I got turned around in the lower Reactors and tumbled into another portal, largely by choice.[14.7]I'll tell you all about it sometime, but we've clearly got more interesting things afoot.[21]A group of Gatekeepers have set up shop at the top of Botanicals.[25.5]They haven't fired on us, but they're definitely protecting something up there - perhaps another portal?[31.6]Maybe something that can get us through the force field to the Dark Lens.[36.8]My current theory? We should get exploring, but I'm underequipped.[43.2]You, on the other hand... Well, I'm starting to wonder if you weren't born for this.	어머, 안녕![2]이 이상한 곳에 나 혼자만이 아니라니까 엄청 반갑네.[7.4]아래 반응로에서 길을 잃다가 다른 포탈로 떨어져버렸어. 뭐 반쯤 내 의지였지만. [14.7]자세한 이야기는 나중에 해줄게. 더 흥미로운 일들이 있으니까.[21]게이트키퍼 한 무리가 식물원 꼭대기에 자리를 잡았어.[25.5]우리를 쏘진 않았지만, 분명 저 위에 있는 무엇인가를 지키고 있는건 분명해. 어쩌면 다른 포탈일지도?[31.6]암흑 렌즈를 감싼 역장을 통과하게 해줄 무언가일지도 몰라.[36.8]내 현재 가설? 계속 탐험해야 돼. 하지만 난 장비가 없어.[43.2]그러나 너라면... 글쎄 너는 이 일을 하려고 태어난 게 아닐까.
Dialogue/EFC7A3414D701185FC12D6900BAEDC6F_D5875C8A00000000	Well this a mess. [2.3]I'm freezing my ass off in here. [5.0]No-one saw that storm up there coming, sure, but someone at Keystone sure had a plan for this. [12.0]They just send the Gatekeepers in to get the Lens back, then shut this place down like nothing ever happened. [19.8]Great thing about a secret facility - you hit an iceberg, no-one'll ever know. [27]This is a lockdown, pure and simple. [30.4]Help isn't coming. [34.0]I thought there might be a way out here, but only way is through the Shopping District, and a horde of GATE's favorite gang of freaks. [43.0]It doesn't look promising.	완전 엉망이네. [2.3]얼어 죽기 직전이야.  [5.0]저 위에서 폭풍이 몰아칠 거라고는 아무도 예상 못 했겠지. 하지만 키스톤의 누군가는 분명 대비를 해 놨을 거란 말이야.  [12.0]렌즈를 되찾으라고 게이트키퍼를 보냈으니, 곧 아무 일도 없었다는 듯이 이 시설을 폐쇄하겠지. [19.8]비밀 시설의 장점 아니겠어? 빙산을 들이받아도 아무도 모를 거라고. [27]간단명료한 봉쇄란 말이지. [30.4]구조는 오지 않아. [34.0]여기서 나갈 길이 있을 줄 알았는데, 유일한 방법은 상업 지구를 통과하는 수밖에 없어. GATE가 아끼는 괴물 떼가 득실거리는 곳 말이야. [43.0]희망적이라고는 할 수 없겠네.
Dialogue/A11C6A91411C5A194F8E8EB8D13BDC29_28A5EA9400000000	Well, I suppose that's it.[2.96]Stay if you wish - I believe you'll find another sorry soul on the Lighthouse, if you need company.[9.18]Or return to Cascade - you've little to fear there, clearly.[13.97]It's up to you, as it always has been.[17.75]And I've got things to do, things to prepare for![21.20]Fare thee well.	뭐. 이제 끝인 거 같네. [2.96]원한다면 좀 더 있어. 동료가 필요하면 등대에서 가련한 영혼 하나를 볼 수 있을 거야. [9.18]아니면 캐스케이드로 돌아가던가. 거긴 별로 안 무서워하잖아.[13.97]언제나 그랬듯이, 네가 결정하는 거지.[17.75]난 해야할 게 좀 있어서. 준비해야 되거든![21.20]그럼 건투를 비오.
Dialogue/779EC0754CED408634E179BDBF051DF2_28A5EA9400000000	Well, it's been an exceptionally interesting journey, friend.[4.9]I'm not just saying that, it's really been a wonderful ride.[10.7]Of course, it hasn't altogether worked out as you'd hoped, but there's probably a useful lesson there.	정말이지 흥미진진한 여행이었어, 친구.[4.9]빈말이 아니라 진짜 멋진 경험이었지.[10.7]물론, 모든 게 네가 원하는 데로 흘러가지는 않았지만, 분명 너도 이를 통해 배울 것들이 있을 거야.
Dialogue/205E05354272DFB6F3078CB5D654B7D3_09B430A600000000	Well, the laser cannon works.[3.0]When we saw you were in a hostage situation we had to act. That rat bastard.[8.6]Anyway, you're welcome.[11]Now that you're here, maybe you can help us puzzle out a problem.[14.2]Well, several problems, actually.[17.07]Aside from the impenetrable ice shield blocking us from the Shopping District, the most immediate issue is a hyper-chilled perforation storm that has completely overtaken the area.[28.4]We need to access some tech in the dorms, but right now - it's off-limits.	뭐, 레이저 캐논은 잘 작동하네요.[3.0]그쪽이 인질로 잡혀있는 상황을 보고 그냥 넘길 수는 없다고 생각했죠. 그 쥐새끼 자식.[8.6]어쨌든, 감사는 잘 받을게요. [11]이제 당신이 왔으니, 우리가 문제를 해결하는데 도움을 줄 수 있겠어요.[14.2]뭐, 문제가 여러 개이긴한데.[17.07]상업가를 막고 있는 파괴 불가능한 얼음벽은 그렇다 치고, 가장 중요한 문제는 이 주변을 장악한 극저온 천공 폭풍이에요.[28.4]기숙사 쪽 장치에 접근해야 하는데, 문제는 지금은 진입 불가라는 거죠.
Dialogue/CDC19C3F4713A105EF7E82B4D953357A_B10FECBF00000000	Well, this is new.	흠, 이런 건 처음이네.
Dialogue/101467A14994C075C039CBA23A14CF6C_28A5EA9400000000	Well... Shall we?	음... 시작해볼까?
Dialogue/6880A7644B1EE8B5D5A48CAFEAE84BD4_D280DA7100000000	What am I supposed to do now? I can't even move or I'm gonna freeze in about two seconds ... How did you get here?	나는 이제 어떡하지? 한 발자국도 못 움직이겠어. 2초도 안 돼서 얼어붙을 거라고... 넌 여기까지 어떻게 온 거야?
Dialogue/1E0AFE314AD9B40FF1121589052A9479_B7CAC62A00000000	What division is this - how did I get here?	여기가 무슨 구역이지? 내가 어떻게 왔더라?
Dialogue/A38ED8F64314436A673583A442AD8AE0_84DFBE1600000000	What do you want?	무엇을 원하지?
Dialogue/5F8A1B2E498A85E79E2B1DA0F92BD58E_500EBB0800000000	What is it you require here? You have that which you need - onward!	여기서 무엇이 더 필요한가? 필요한 건 이미 갖추었다. 앞으로!
Dialogue/854134A4486439600D0CC8A3D0AD9BA4_500EBB0800000000	What slows you, Promethean? The way is clear.	프로메시안, 무엇을 망설이는가? 길은 열려있다.
Dialogue/F04B392D457F5630FCA529A70F4E2CD2_6D94EB0D00000000	What wires, what device, what circuit will help you see the truth?	어떤 배선, 어떤 장치, 어떤 회로가 그대를 진실에 눈뜨게 할 것인가?
Dialogue/5AD9C408441CFE656ADF9FB7BA7B34D1_AD7A481D00000000	What you saw, others have seen and emerged no wiser. [5.22]So do not mourn.	그대가 본 것을 다른 이들도 보았으나, 더 현명해진 자들은 없었다. [5.22]그러니 슬퍼 마라.
